"Percentage"	"CladeReads"	"TaxonReads"	"TaxRank"	"TaxID"	"Name"	"Depth"	"TaxLineage"
0.00929714	7	7	"S"	5454	"s_Ascochyta rabiei"	17	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_dothideomyceta|c_Dothideomycetes|-_Pleosporomycetidae|o_Pleosporales|-_Pleosporineae|f_Didymellaceae|g_Ascochyta|s_Ascochyta rabiei"
0.00132816	1	0	"F"	28556	"f_Pleosporaceae"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_dothideomyceta|c_Dothideomycetes|-_Pleosporomycetidae|o_Pleosporales|-_Pleosporineae|f_Pleosporaceae"
0.00132816	1	0	"G"	5027	"g_Pyrenophora"	16	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_dothideomyceta|c_Dothideomycetes|-_Pleosporomycetidae|o_Pleosporales|-_Pleosporineae|f_Pleosporaceae|g_Pyrenophora"
0.00132816	1	1	"S"	45151	"s_Pyrenophora tritici-repentis"	17	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_dothideomyceta|c_Dothideomycetes|-_Pleosporomycetidae|o_Pleosporales|-_Pleosporineae|f_Pleosporaceae|g_Pyrenophora|s_Pyrenophora tritici-repentis"
0.0132816	10	0	"-"	715989	"-_sordariomyceta"	10	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta"
0.00929714	7	0	"C"	147548	"c_Leotiomycetes"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes"
0.00929714	7	0	"O"	5178	"o_Helotiales"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes|o_Helotiales"
0.00929714	7	0	"F"	28983	"f_Sclerotiniaceae"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes|o_Helotiales|f_Sclerotiniaceae"
0.00664081	5	0	"G"	33196	"g_Botrytis"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes|o_Helotiales|f_Sclerotiniaceae|g_Botrytis"
0.00664081	5	5	"S"	40559	"s_Botrytis cinerea"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes|o_Helotiales|f_Sclerotiniaceae|g_Botrytis|s_Botrytis cinerea"
0.00265632	2	0	"G"	5179	"g_Sclerotinia"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes|o_Helotiales|f_Sclerotiniaceae|g_Sclerotinia"
0.00265632	2	2	"S"	5180	"s_Sclerotinia sclerotiorum"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Leotiomycetes|o_Helotiales|f_Sclerotiniaceae|g_Sclerotinia|s_Sclerotinia sclerotiorum"
0.00398449	3	0	"C"	147550	"c_Sordariomycetes"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes"
0.00265632	2	0	"-"	222544	"-_Sordariomycetidae"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae"
0.00265632	2	0	"O"	5139	"o_Sordariales"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales"
0.00265632	2	0	"F"	35718	"f_Chaetomiaceae"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales|f_Chaetomiaceae"
0.00132816	1	0	"G"	35719	"g_Thielavia"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales|f_Chaetomiaceae|g_Thielavia"
0.00132816	1	0	"S"	35720	"s_Thielavia terrestris"	16	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales|f_Chaetomiaceae|g_Thielavia|s_Thielavia terrestris"
0.00132816	1	1	"-"	578455	"-_Thielavia terrestris NRRL 8126"	17	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales|f_Chaetomiaceae|g_Thielavia|s_Thielavia terrestris|-_Thielavia terrestris NRRL 8126"
0.00132816	1	0	"G"	1920207	"g_Thermothelomyces"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales|f_Chaetomiaceae|g_Thermothelomyces"
0.00132816	1	0	"S"	78579	"s_Thermothelomyces thermophilus"	16	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales|f_Chaetomiaceae|g_Thermothelomyces|s_Thermothelomyces thermophilus"
0.00132816	1	1	"-"	573729	"-_Thermothelomyces thermophilus ATCC 42464"	17	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales|f_Chaetomiaceae|g_Thermothelomyces|s_Thermothelomyces thermophilus|-_Thermothelomyces thermophilus ATCC 42464"
0.00132816	1	0	"-"	222543	"-_Hypocreomycetidae"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae"
0.00132816	1	0	"O"	5125	"o_Hypocreales"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales"
0.00132816	1	0	"F"	110618	"f_Nectriaceae"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae"
0.00132816	1	1	"G"	5506	"g_Fusarium"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae|g_Fusarium"
0.00398449	3	0	"-"	147537	"-_Saccharomycotina"	8	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina"
0.00398449	3	0	"C"	4891	"c_Saccharomycetes"	9	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes"
0.00398449	3	0	"O"	4892	"o_Saccharomycetales"	10	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales"
0.00265632	2	0	"F"	4893	"f_Saccharomycetaceae"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae"
0.00132816	1	0	"G"	4953	"g_Zygosaccharomyces"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Zygosaccharomyces"
0.00132816	1	1	"S"	4956	"s_Zygosaccharomyces rouxii"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Zygosaccharomyces|s_Zygosaccharomyces rouxii"
0.00132816	1	0	"G"	300275	"g_Lachancea"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Lachancea"
0.00132816	1	0	"S"	381046	"s_Lachancea thermotolerans"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Lachancea|s_Lachancea thermotolerans"
0.00132816	1	1	"-"	559295	"-_Lachancea thermotolerans CBS 6340"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Lachancea|s_Lachancea thermotolerans|-_Lachancea thermotolerans CBS 6340"
0.00132816	1	0	"F"	766764	"f_Debaryomycetaceae"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae"
0.00132816	1	0	"-"	1535325	"-_Candida/Lodderomyces clade"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|-_Candida/Lodderomyces clade"
0.00132816	1	0	"G"	1535326	"g_Candida"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|-_Candida/Lodderomyces clade|g_Candida"
0.00132816	1	0	"S"	5476	"s_Candida albicans"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|-_Candida/Lodderomyces clade|g_Candida|s_Candida albicans"
0.00132816	1	1	"-"	237561	"-_Candida albicans SC5314"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|-_Candida/Lodderomyces clade|g_Candida|s_Candida albicans|-_Candida albicans SC5314"
0.00132816	1	0	"-"	451866	"-_Taphrinomycotina"	7	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_Taphrinomycotina"
0.00132816	1	0	"C"	147554	"c_Schizosaccharomycetes"	8	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_Taphrinomycotina|c_Schizosaccharomycetes"
0.00132816	1	0	"O"	34346	"o_Schizosaccharomycetales"	9	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_Taphrinomycotina|c_Schizosaccharomycetes|o_Schizosaccharomycetales"
0.00132816	1	0	"F"	4894	"f_Schizosaccharomycetaceae"	10	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_Taphrinomycotina|c_Schizosaccharomycetes|o_Schizosaccharomycetales|f_Schizosaccharomycetaceae"
0.00132816	1	0	"G"	4895	"g_Schizosaccharomyces"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_Taphrinomycotina|c_Schizosaccharomycetes|o_Schizosaccharomycetales|f_Schizosaccharomycetaceae|g_Schizosaccharomyces"
0.00132816	1	1	"S"	4896	"s_Schizosaccharomyces pombe"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_Taphrinomycotina|c_Schizosaccharomycetes|o_Schizosaccharomycetales|f_Schizosaccharomycetaceae|g_Schizosaccharomyces|s_Schizosaccharomyces pombe"
0.00265632	2	0	"P"	5204	"p_Basidiomycota"	6	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Basidiomycota"
0.00265632	2	0	"-"	452284	"-_Ustilaginomycotina"	7	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Basidiomycota|-_Ustilaginomycotina"
0.00265632	2	0	"C"	5257	"c_Ustilaginomycetes"	8	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Basidiomycota|-_Ustilaginomycotina|c_Ustilaginomycetes"
0.00265632	2	0	"O"	5267	"o_Ustilaginales"	9	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Basidiomycota|-_Ustilaginomycotina|c_Ustilaginomycetes|o_Ustilaginales"
0.00265632	2	0	"F"	5268	"f_Ustilaginaceae"	10	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Basidiomycota|-_Ustilaginomycotina|c_Ustilaginomycetes|o_Ustilaginales|f_Ustilaginaceae"
0.00265632	2	0	"G"	5269	"g_Ustilago"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Basidiomycota|-_Ustilaginomycotina|c_Ustilaginomycetes|o_Ustilaginales|f_Ustilaginaceae|g_Ustilago"
0.00265632	2	0	"S"	5270	"s_Ustilago maydis"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Basidiomycota|-_Ustilaginomycotina|c_Ustilaginomycetes|o_Ustilaginales|f_Ustilaginaceae|g_Ustilago|s_Ustilago maydis"
0.00265632	2	2	"-"	237631	"-_Ustilago maydis 521"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Basidiomycota|-_Ustilaginomycotina|c_Ustilaginomycetes|o_Ustilaginales|f_Ustilaginaceae|g_Ustilago|s_Ustilago maydis|-_Ustilago maydis 521"
1.54067	1160	5	"D"	2	"d_Bacteria"	2	"-_root|-_cellular organisms|d_Bacteria"
1.43043	1077	0	"P"	1224	"p_Proteobacteria"	3	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria"
1.40918	1061	2	"C"	1236	"c_Gammaproteobacteria"	4	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria"
1.3959	1051	0	"O"	91347	"o_Enterobacterales"	5	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales"
1.39059	1047	233	"F"	543	"f_Enterobacteriaceae"	6	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae"
0.769006	579	10	"G"	620	"g_Shigella"	7	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Shigella"
0.755724	569	569	"S"	623	"s_Shigella flexneri"	8	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Shigella|s_Shigella flexneri"
0.270945	204	0	"G"	561	"g_Escherichia"	7	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Escherichia"
0.269617	203	72	"S"	562	"s_Escherichia coli"	8	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Escherichia|s_Escherichia coli"
0.0810179	61	0	"-"	83333	"-_Escherichia coli K-12"	9	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Escherichia|s_Escherichia coli|-_Escherichia coli K-12"
0.0810179	61	61	"-"	595496	"-_Escherichia coli BW2952"	10	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Escherichia|s_Escherichia coli|-_Escherichia coli K-12|-_Escherichia coli BW2952"
0.0730489	55	55	"-"	595495	"-_Escherichia coli KO11FL"	9	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Escherichia|s_Escherichia coli|-_Escherichia coli KO11FL"
0.0185943	14	14	"-"	409438	"-_Escherichia coli SE11"	9	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Escherichia|s_Escherichia coli|-_Escherichia coli SE11"
0.00132816	1	1	"-"	1050617	"-_Escherichia coli UMNF18"	9	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Escherichia|s_Escherichia coli|-_Escherichia coli UMNF18"
0.00132816	1	1	"S"	1499973	"s_Escherichia marmotae"	8	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Escherichia|s_Escherichia marmotae"
0.0371885	28	0	"G"	590	"g_Salmonella"	7	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Salmonella"
0.0371885	28	28	"S"	28901	"s_Salmonella enterica"	8	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Salmonella|s_Salmonella enterica"
0.00132816	1	1	"G"	547	"g_Enterobacter"	7	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Enterobacter"
0.00132816	1	0	"G"	570	"g_Klebsiella"	7	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Klebsiella"
0.00132816	1	1	"S"	2153354	"s_Klebsiella sp. WCHKl090001"	8	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Klebsiella|s_Klebsiella sp. WCHKl090001"
0.00132816	1	0	"G"	544	"g_Citrobacter"	7	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Citrobacter"
0.00132816	1	1	"S"	2562449	"s_Citrobacter sp. SNU WT2"	8	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Citrobacter|s_Citrobacter sp. SNU WT2"
0.00398449	3	0	"F"	1903411	"f_Yersiniaceae"	6	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Yersiniaceae"
