"Percentage"	"CladeReads"	"TaxonReads"	"TaxRank"	"TaxID"	"Name"	"Depth"	"TaxLineage"
0.00238618	2	0	"O"	5125	"o_Hypocreales"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales"
0.00238618	2	0	"F"	110618	"f_Nectriaceae"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae"
0.00238618	2	0	"G"	5506	"g_Fusarium"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae|g_Fusarium"
0.00119309	1	0	"-"	171627	"-_Fusarium fujikuroi species complex"	16	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae|g_Fusarium|-_Fusarium fujikuroi species complex"
0.00119309	1	0	"S"	117187	"s_Fusarium verticillioides"	17	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae|g_Fusarium|-_Fusarium fujikuroi species complex|s_Fusarium verticillioides"
0.00119309	1	1	"-"	334819	"-_Fusarium verticillioides 7600"	18	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae|g_Fusarium|-_Fusarium fujikuroi species complex|s_Fusarium verticillioides|-_Fusarium verticillioides 7600"
0.00119309	1	0	"-"	569360	"-_Fusarium sambucinum species complex"	16	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae|g_Fusarium|-_Fusarium sambucinum species complex"
0.00119309	1	0	"S"	101028	"s_Fusarium pseudograminearum"	17	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae|g_Fusarium|-_Fusarium sambucinum species complex|s_Fusarium pseudograminearum"
0.00119309	1	1	"-"	1028729	"-_Fusarium pseudograminearum CS3096"	18	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Hypocreomycetidae|o_Hypocreales|f_Nectriaceae|g_Fusarium|-_Fusarium sambucinum species complex|s_Fusarium pseudograminearum|-_Fusarium pseudograminearum CS3096"
0.00119309	1	0	"-"	222544	"-_Sordariomycetidae"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae"
0.00119309	1	0	"O"	5139	"o_Sordariales"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales"
0.00119309	1	0	"F"	35718	"f_Chaetomiaceae"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales|f_Chaetomiaceae"
0.00119309	1	0	"G"	35719	"g_Thielavia"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales|f_Chaetomiaceae|g_Thielavia"
0.00119309	1	0	"S"	35720	"s_Thielavia terrestris"	16	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales|f_Chaetomiaceae|g_Thielavia|s_Thielavia terrestris"
0.00119309	1	1	"-"	578455	"-_Thielavia terrestris NRRL 8126"	17	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|-_sordariomyceta|c_Sordariomycetes|-_Sordariomycetidae|o_Sordariales|f_Chaetomiaceae|g_Thielavia|s_Thielavia terrestris|-_Thielavia terrestris NRRL 8126"
0.00119309	1	0	"C"	147545	"c_Eurotiomycetes"	10	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|c_Eurotiomycetes"
0.00119309	1	0	"-"	451871	"-_Eurotiomycetidae"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|c_Eurotiomycetes|-_Eurotiomycetidae"
0.00119309	1	0	"O"	5042	"o_Eurotiales"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|c_Eurotiomycetes|-_Eurotiomycetidae|o_Eurotiales"
0.00119309	1	0	"F"	1131492	"f_Aspergillaceae"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|c_Eurotiomycetes|-_Eurotiomycetidae|o_Eurotiales|f_Aspergillaceae"
0.00119309	1	0	"G"	5052	"g_Aspergillus"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|c_Eurotiomycetes|-_Eurotiomycetidae|o_Eurotiales|f_Aspergillaceae|g_Aspergillus"
0.00119309	1	0	"S"	5062	"s_Aspergillus oryzae"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|c_Eurotiomycetes|-_Eurotiomycetidae|o_Eurotiales|f_Aspergillaceae|g_Aspergillus|s_Aspergillus oryzae"
0.00119309	1	1	"-"	510516	"-_Aspergillus oryzae RIB40"	16	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Pezizomycotina|-_leotiomyceta|c_Eurotiomycetes|-_Eurotiomycetidae|o_Eurotiales|f_Aspergillaceae|g_Aspergillus|s_Aspergillus oryzae|-_Aspergillus oryzae RIB40"
0.00954472	8	0	"-"	147537	"-_Saccharomycotina"	8	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina"
0.00954472	8	0	"C"	4891	"c_Saccharomycetes"	9	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes"
0.00954472	8	0	"O"	4892	"o_Saccharomycetales"	10	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales"
0.00477236	4	0	"F"	766764	"f_Debaryomycetaceae"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae"
0.00357927	3	0	"-"	1535325	"-_Candida/Lodderomyces clade"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|-_Candida/Lodderomyces clade"
0.00357927	3	1	"G"	1535326	"g_Candida"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|-_Candida/Lodderomyces clade|g_Candida"
0.00119309	1	0	"S"	5476	"s_Candida albicans"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|-_Candida/Lodderomyces clade|g_Candida|s_Candida albicans"
0.00119309	1	1	"-"	237561	"-_Candida albicans SC5314"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|-_Candida/Lodderomyces clade|g_Candida|s_Candida albicans|-_Candida albicans SC5314"
0.00119309	1	0	"S"	42374	"s_Candida dubliniensis"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|-_Candida/Lodderomyces clade|g_Candida|s_Candida dubliniensis"
0.00119309	1	1	"-"	573826	"-_Candida dubliniensis CD36"	15	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|-_Candida/Lodderomyces clade|g_Candida|s_Candida dubliniensis|-_Candida dubliniensis CD36"
0.00119309	1	0	"G"	766733	"g_Scheffersomyces"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|g_Scheffersomyces"
0.00119309	1	0	"S"	4924	"s_Scheffersomyces stipitis"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|g_Scheffersomyces|s_Scheffersomyces stipitis"
0.00119309	1	1	"-"	322104	"-_Scheffersomyces stipitis CBS 6054"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Debaryomycetaceae|g_Scheffersomyces|s_Scheffersomyces stipitis|-_Scheffersomyces stipitis CBS 6054"
0.00238618	2	0	"F"	4893	"f_Saccharomycetaceae"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae"
0.00238618	2	0	"G"	113604	"g_Tetrapisispora"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Tetrapisispora"
0.00238618	2	0	"S"	1071379	"s_Tetrapisispora blattae"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Tetrapisispora|s_Tetrapisispora blattae"
0.00238618	2	2	"-"	1071380	"-_Tetrapisispora blattae CBS 6284"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Saccharomycetaceae|g_Tetrapisispora|s_Tetrapisispora blattae|-_Tetrapisispora blattae CBS 6284"
0.00119309	1	0	"F"	115784	"f_Phaffomycetaceae"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Phaffomycetaceae"
0.00119309	1	0	"G"	460517	"g_Komagataella"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Phaffomycetaceae|g_Komagataella"
0.00119309	1	0	"S"	460519	"s_Komagataella phaffii"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Phaffomycetaceae|g_Komagataella|s_Komagataella phaffii"
0.00119309	1	1	"-"	644223	"-_Komagataella phaffii GS115"	14	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Phaffomycetaceae|g_Komagataella|s_Komagataella phaffii|-_Komagataella phaffii GS115"
0.00119309	1	0	"F"	410830	"f_Trichomonascaceae"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Trichomonascaceae"
0.00119309	1	0	"G"	410829	"g_Sugiyamaella"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Trichomonascaceae|g_Sugiyamaella"
0.00119309	1	1	"S"	796027	"s_Sugiyamaella lignohabitans"	13	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_saccharomyceta|-_Saccharomycotina|c_Saccharomycetes|o_Saccharomycetales|f_Trichomonascaceae|g_Sugiyamaella|s_Sugiyamaella lignohabitans"
0.00119309	1	0	"-"	451866	"-_Taphrinomycotina"	7	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_Taphrinomycotina"
0.00119309	1	0	"C"	147554	"c_Schizosaccharomycetes"	8	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_Taphrinomycotina|c_Schizosaccharomycetes"
0.00119309	1	0	"O"	34346	"o_Schizosaccharomycetales"	9	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_Taphrinomycotina|c_Schizosaccharomycetes|o_Schizosaccharomycetales"
0.00119309	1	0	"F"	4894	"f_Schizosaccharomycetaceae"	10	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_Taphrinomycotina|c_Schizosaccharomycetes|o_Schizosaccharomycetales|f_Schizosaccharomycetaceae"
0.00119309	1	0	"G"	4895	"g_Schizosaccharomyces"	11	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_Taphrinomycotina|c_Schizosaccharomycetes|o_Schizosaccharomycetales|f_Schizosaccharomycetaceae|g_Schizosaccharomyces"
0.00119309	1	1	"S"	4896	"s_Schizosaccharomyces pombe"	12	"-_root|-_cellular organisms|d_Eukaryota|-_Opisthokonta|k_Fungi|-_Dikarya|p_Ascomycota|-_Taphrinomycotina|c_Schizosaccharomycetes|o_Schizosaccharomycetales|f_Schizosaccharomycetaceae|g_Schizosaccharomyces|s_Schizosaccharomyces pombe"
3.35377	2811	4	"D"	2	"d_Bacteria"	2	"-_root|-_cellular organisms|d_Bacteria"
3.25475	2728	1	"P"	1224	"p_Proteobacteria"	3	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria"
3.22731	2705	0	"C"	1236	"c_Gammaproteobacteria"	4	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria"
3.1939	2677	1	"O"	91347	"o_Enterobacterales"	5	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales"
3.0555	2561	536	"F"	543	"f_Enterobacteriaceae"	6	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae"
1.6572	1389	26	"G"	620	"g_Shigella"	7	"-_root|-_cellular organisms|d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Shigella"
